"Collection_id","NomorBarcode","Title","Subject"
"291391","0120251211","Laut Bercerita : Sebuah Novel / Leila S. Chudori","FIKSI INDONESIA"
"212267","0835112211","Dasar-dasar pragmatik / I Dewa Putu Wijana","PRAGMATIK"
"281426","147323211","Rasina :  Sebuah Novel / Iksaka Banu","NOVEL"
"282431","0017241211","Mengelola Budaya Masyarakat Multikultural : Berbasis Kearifan Lokal Balun, Gilimanuk, dan Lingsar / Putera Manuaba","MASYARAKAT BUDAYA"
"275893","187622111","Ekonomi Mikro Islam / Adimarwan A.Karim","MICROECONOMICS"
"293435","0319251211","Harga Sebuah Percaya / Tere Liye","FIKSI INDONESIA"
"264356","052020211","Paten dan Merek :  Economic and Technological Interests dalam Eksploitasi Paten dan Merek / Endang Purwaningsih","COPYRIGHT LAW"
"277032","254222211","Hukum Jaminan :  Konsep dan Pengaturannya Di Indonesia / Uswatun Hasanah","GUARANTEE LAW"
"295421","096025211","Pengantar Pemahaman Konsepsi Dasar Sekitar Hak Atas Kekayaan Intelektual (HAKI) / Bambang Kesowo","INTELLECTUAL PROPERTY"
"292893","0194251211","Surat Menyurat Correspondence Louis-Charles Damais - Claire Holt 1945-1947 :  Revolusi Indonesia di Mata Seorang Ilmuwan Prancis / Jean-Pascal Elbaz","SEJARAH INDONESIA"
"240722","017910211","Perahu Kertas / Dee Lestari","FOLKLORE"
"277115","259022211","Metode Netnografi :  Pendekatan Kualitatif Dalam Memahami Budaya Pengguna Media Sosial / Eriyanto; Editor: Nur Asri","QUALITATIVE - RESEARCH"
"128306","258414812","What We Know About Climate Change / Kerry Emanuel","CLIMATOLOGY"
"233708","234318211","Percy Jackson and the Olympians :  The Lightning Thief Buku I / Rick Riordan; penerjemah: Femmy Syahrani","FICTION"
"65045","102308211","Harry potter dan piala api ","FICTION"
"285336","1007241211","Sosiolinguistik / Mansoer Pateda","SOSIOLINGUISTIK"
"273615","089022111","Sanksi Perdata Dan Administratif Terhadap Notaris Sebagai Pejabat Publik / Habib Adjie; Editor: Aep Gunarsa","JUDGMENTS"
"285064","105424211","Tafsir, Penjelasan, dan Komentar Atas Undang-undang Jabatan Notaris / Habib Adjie; Rusdianto Sesung","NOTARIES"
"224583","145318211","Memahami :  Majelis Pengawas Notaris (MPN) dan Majelis Kehormatan Notaris (MKN) / Habib Adjie; editor penerbit: Dinah Sumayyah","NOTARIES"
"77643","839011211","Majelis Pengawas Notaris : Sebagai Pejabat Tata Usaha Negara ","NOTARIES"
"112696","6378111711","Dimensi-dimensi HAM: mengurai hak ekonomi, sosial dan budaya / Majda El Muhtaj","CIVIL RIGHT"
"233413","223918211","The Selfish Gene (Gen Egois) / Richard Dawkins; penerjemah: K. El-Kazhiem","SELFISH GENETIC ELEMENTS"
"268480","054621211","Fungi Mikoriza Arbuskula :  Mempercepat Rehabilitasi Lahan Tambang / Suharno; Rosye H. R. Tanjung; Supeni Sufaati","FUNGI"
"280802","104023211","Digital Marketing Desa Wisata / Edy Yulianto; M. Yudiananda Ma'ruf Ikhsan; Supriono","INTERNET MARKETING"
"285305","122524211","Digital Marketing :  Mengkomunikasikan di Era Digital / Elimawaty Rombe; Syarifah Aliyah Fitrisam,","INTERNET MARKETING"
"280238","072023212","Marketing Management / Philip Kotler; Kevin Lane Keller; Alexander Chernev","MARKETING - MANAGEMENT"
"278063","324622211","Digital Marketing Black Box :  Konsep Dasar, Strategi, dan Implementasi / Dianta Hasri; Editor: Rosa de Lima","INTERNET MARKETING"
"247972","322919111","Kompilasi hukum perikatan :  Dalam rangka menyambut masa purna bakti usia 70 tahun / Mariam Darus Badrulzaman ( et al)","contract"
"280885","110123211","Perancangan Mesin-mesin Industri / Rusdi Nur; Muhammad Arsyad Suyuti","MACHINERY INDUSTRY"
"275660","161822111","Kimia Dasar Jilid 2 :  Konsep-konsep Inti / Raymond Chang; Alih Bahasa: Suminar Setiati Achmadi; editor: Lemeda Simarmata","CHEMISTRY"
"265299","075720211","Menulis Karya Ilmiah / Dalman","WRITING"
"230975","002618211","Demokrasi, Korupsi, dan Makhluk Halus Dalam Politik Indonesia Kontemporer / Nils Bubandt","DEMOCRACY"
"280849","094323211","Farmakologi molekuler target aksi obat dan mekanisme molekulernya / Zullies Ikawati","DRUG"
"126808","014204812","Cold Sassy Tree","GEORGIA-SOCIAL LIFE AND CUSTOMS-FICTION"
"292666","063525111","Diktat CPNS Terlengkap 2018 / Aryo Dewantara","INTELINGENCE TEST"
"275369","149122111","Buku Pintar Tes Gambar :  Untuk Psikotes, TPA, TBS, & Tes CPNS / Tim Psikologi Penerbit Raya; Penyunting: Tajudin","INTELEGENCE TEST"
"17884","241406211","Promosi kesehatan : Teori dan aplikasi","HEALTH PROMOTION"
"14286","004711211","Metodologi penelitian kesehatan","HEALTH - RESEARCH"
"275672","163122111","Mikrobiologi Dasar dalam Praktek :  Teknik dan Prosedur Dasar Laboratorium / Ratna Siri Hadioetomo","MICROBIOLOGY"
"236997","015719211","Filsafat modern Barat :  Sebuah kajian tematik / Zaprulkhan","PHILOSOPHY, MODERN"
"62199","297106211","Filsafat hukum dalam lintasan sejarah ","HUKUM - FILSAFAT"
"41546","141088112","Introduction to english law ","HUKUM-INGGRIS"
"264822","066220211","Sistem dan Manajemen K3 :  Perspektif Dunia Industri dan Produktivitas Kerja / Agung Wahyu Biantoro; Muhammad Kholil; Hadi Pranoto","OCCUPATIONAL HEALTH SAFETY - MANAGEMENT"
"277761","313622211","Metode Penelitian Evaluasi :  (Pendekatan Kuantitatif, Kualitatif, dan Kombinasi) / Sugiyono","RESEARCH - METHODOLOGY"
"247480","299319111","Metode penelitian kuantitatif, kualitatif dan R & D / Sugiyono","RESEARCH - METHODOLOGY"
"127146","211310812","Scholastic Atlas of the World","Atlases"
"143362","035113211","Pulang sebuah novel / Leila S. Chudori","FICTION"
"135838","092104111","Masyarakat dan hukum adat Batak Toba / J.C. Vergouwen","BATAK - (INDONESIAN PEOPLE)"
"274438","123022112","Health and Economic Costs of Tobacco iIn Indonesia :  Review of Evidence Series / Soewarta Kosen; Hasbullah Thabrany; Nunik Kusumawardani; Santi Martini","TOBACCO USE-HEALTH ASPECT"
"283446","0523241211","Negeri Para Bedebah / Tere Liye","FIKSI INDONESIA"
"9028","915211211","Ilmu Gizi dan Diet : Hubungannya dengan Penyakit-penyakit untuk Perawat dan Dokter ","NUTRITION"
"296189","01902516211","Peran Probiotik, Prebiotik, Sinbiotik, Paraprobiotik, dan Posbiotik, pada Udang Vaname / Taufiq Abdullah","AQUACULTURE PROBIOTIK"
"24463","405689111","Informatorium obat generik / Departemen Kesehatan Republik Indonesia","DRUG, GENERIC"
"141757","469210112","King of the world : Muhammad Ali and the rise of an American hero / David Remnick","ALI, MUHAMMAD, 1942 - ..."
"293275","072125211","Manajemen Bencana :  Konsep dan Penanggulangannya / Zia’ul Fatwa Andini Yusuf;Eli Apud Saepudin; Nia Marlina Kurnia; Nova Maulana","NATURAL DISASTERS"
"250885","000720211","Bilangan Fu / Ayu Utami","FICTION"
"123788","5137121711","mengapa israel begitu kejam?: membaca jejak sejarah dan kesaksian dalam al-qur'an","Nationalism--History"
"5179","114196412","Ecological time series ","EKOLOGI"
"21501","116995412","Time series : Theory and methods ","STATISTIK"
"12617","109195412","Linear models for multivariable, time series, and spatial data ","MATEMATIKA STATISTIK"
"273798","100822111","Beberapa Pokok Antropologi Sosial / Koentjaraningrat","ANTHROPOLOGY"
"279583","030423212","Preparing Nurses for Disaster Management :  A Global Perspective / Joanne Chaperlo Langan","DISASTER NURSING"
"294477","0737251211","Mencari Sarang Angin / Suparto Brata","FIKSI INDONESIA"
"217064","0378142211","Para pawestri pejuwang / Suparto Brata","FIKSI INDONESIA"
"46741","113781111","Hukum dagang Indonesia ii : hukum pengangkutan di darat","HUKUM DAGANG"
"273618","089322111","Pengertian pokok hukum dagang Indonesia 3 :  Hukum Pengangkutan / H.M.N. Purwosutjipto","HUKUM DAGANG"
"32795","268993211","Hukum pengangkutan niaga ","hukum pengangkutan"
"138419","043582211","Hukum Pengangkutan Niaga / Abdulkadir Muhammad","TRANSPORTATION LAW"
"53236","153598112","The wealth of nations ","FIKSI SEJARAH"
"278964","0197231211","Madiun Dalam Kemelut Sejarah :  Priayi dan Petani Di Keresidenan Madiun Abad XIX / Ong Hok Ham","SEJARAH"
"217801","0635162211","Perlawanan politik dan puitik petani tembakau Temanggung / Mohamad Sobary","Social movements"
"273210","066722111","Dracula / Bram Stoker; Alih Bahasa: Suwarni A.S","FICTION"
"249973","393919211","Terbenam dan tersingkir di Paris dan London / George Orwell; penerjemah : Widya Mahardika Putra; Editor : Dewi Kharisma Michellia; Avifah Ve","FICTION"
"230057","235817111","Sejarah Psikologi Modern / Duane P Schultz; Sydney Ellen Schultz; Penerjemah : Lita Hardian; Penyunting : M. Rizal","PSYCHOLOGY-HISTORY"
"76594","689311211","Psikologi jilid I","PSYCHOLOGY"
"269013","095021211","Sosiologi Gender / Ikhlasiah Dalimoenthe; Editor : Bunga Sari Fatmawati","GENDER IDENTITY"
"72567","062511111","Sosiologi pedesaan ","SOCIOLOGY RURAL"
"120362","0298131711","Teori sosiologi : Dari sosiologi klasik sampai perkembangan terakhir postmodern. Edisi 8 / Gearge Ritzer","SOCIOLOGY"
"249769","392319211","Marketing 4.0 :  Bergerak dari tradisional ke digital / Philip Kotler; Hermawan Kartajaya; Iwan Setiawan","MARKETING"
"271300","275721211","Perbankan dan Literasi Keuangan / Hadi Ismanto,  Anna Widiastuti, Harjum Muharam, Irene Rini Demi Pangestuti, Fathur Rofiq,","BANKS AND BANKING -- FINANCIAL LITERACY"
"242176","172819211","Manajemen Keuangan / Musthafa [H]","BUSINESS ENTERPRISES-FINANCES"
"124563","5736121711","Tafsir Sejarah Nagarakretagama","Indonesia--Juvenile literature"
"67187","090010211","Kakawin desa warnnana uthawi Nagara Krtagama : Masa keemasan Majapahit ","JAVA (INDONESIA) - HISTORY"
"51532","146996111","Desawarnana (nagarakartagama) ","Kesusastraan jawa"
"220719","0616162211","The history of Madura : sejarah panjang Madura dari kerajaan, kolonialisme sampai kemerdekaan / Samsul Ma'arif","Indonesia--Madura Island"
"215587","0285082211","Madura: dalam empat zaman pedagangan, perkembangan, ekonomi, dan Islam / Huub De Jonge","KEBUDAYAAN"
"217800","0366082211","Perlawanan Petani-Petani: Kasus Tanah Jenggawah / J.O.S. Hafid","POLITIK"
"108846","0223111711","Metode penelitian kuantitatif kualitatif dan R dan D / Sugiyono","RESEARCH METHODS"
"109345","0123111711","Metodologi penelitian kualitatif / Lexy J. Moleong","RESEARCH - METHODOLOGY"
"112045","7580121711","Metodologi penelitian kualitatif / Lexy J. Moleong","RESEARCH - METHODOLOGY"
"283004","0345241211","Dari Karapan Sapi, Transportasi, Hingga Garam Sejarah Tematik Sampang, Madura 1863-1950 / Moch. Khozin","SEJARAH INDONESIA"
"77457","802411211","Pertumbuhan dan Penyelenggaraan Pemerintahan Desa ","LOCAL GOVERMENT - LAW AND LEGISLATION - EAST JAVA"
"110498","7916081711","Metodologi penelitian politik / Lisa Harrison","PENELITIAN POLITIK"
"109470","0174111711","Memahami penelitian kualitatif / Sugiyono","RESEARCH METHODS"
"31518","135000112","The second sex ","FICTION"
"149601","198417211","Fihi Ma Fihi: Mengarungi Samudera Kebijaksanaan / Jalaluddin Rumi","SPEECH"
"52585","551099112","The outsider ","CERITA HISTORIS"
"53846","163698112","Nineteen eighty-four ","CERITA HISTORIS"
"277847","316322211","The Midnight Library :  Perpustakaan Tengah Malam / Matt Haig; Alih Bahasa: Dharmawati; Editor: Dian Anggraeni","FICTION"
"277058","258122211","Siege And Storm :  Takhta Dan Prahara / Leigh Bardugo","FICTION"
"146693","011617211","Dasar Dasar Hukum Pidana / Mahrus Ali","CRIMINAL LAW"
"279552","007623812","Little Women / Louisa May Alcott","FICTION"
"279537","006423812","The House of the Seven Gables / Nathaniel Hawthorne","FICTION"
"128783","282816812","The Good Lord Bird / James McBride","FICTION"
"286662","205224111","Vogel :  Buku Teks Analisis Anorganik Kualitatif Makro dan Semimikro Bagian II / G.Svehla","ORGANIC CHEMISTRY"
"286661","205124111","Vogel :  Buku Teks Analisis Anorganik Kualitatif Makro Dan Semimikro Bagian I / G.Svehla","ORGANIC CHEMISTRY"
"128246","260714812","My Mom is a Fob : Earnest Advice in Broken English from Your Asian-American Mom / Teresa Wu","ENGLISH HUMOR"
"273717","095922111","A Short History of the World :  Sejarah Singkat Dunia / H.G. Wells ; Penerjemah: Saut Pasaribu","WORLD HISTORY"
"273141","061922111","Pengantar Hukum Tata Negara Indonesia / Moh. Kusnardi; Harmaily Ibrahim","ADMINISTRATIVE LAW"
"224496","143818211","Hukum Pembentukan Peraturan Perundang-undangan / Ahmad Redi; editor: Tarmizi","LEGISLATION (INDONESIAN LAW)"
"237185","020719211","Konstitusi & konstitusionalisme Indonesia / Jimly Asshiddiqie","CONSTITUTIONS (INDONESIA)"
"29353","068802111","Teori dan Politik Konstitusi / Bagir Manan","CONSTITUTIONS"
"286990","215224111","Pengantar Hukum Tata Negara Indonesia / Moh. Kusnardi; Harmaily Ibrahim","ADMINISTRATIVE LAW"
"237038","012719211","Hukum Pembentukan Peraturan Perundang-undangan / Ahmad Redi; editor: Tarmizi","LEGISLATION (INDONESIAN LAW)"
"149684","207117111","Psikologi Lingkungan: Teori dan Konsep / Zulrizka Iskandar","ENVIRONMENTAL PSYCHOLOGY"
"78377","037612111","Inskripsi Islam Tertua di Indonesia ","STONE CARVING"
"1248","300138596","Applied and algorithmic graph theory","matematika"
"41670","008205111","Bersama J. P. Vaswani hidup damai dan ceria : padamnya amarah, mukjizat pengertian, mukjizat pemaafan dan terapi keceriaan ","LIFE"
"61466","059306711","Life is beautiful : sebuha jendela untuk melihat dunia ","LIFE CYCLE"
"146217","090116211","The Eye Of Minds : Mata Batin / James Dashner","FICTIONS"
"272579","036722111","Cerdas Membaca Realitas :  Panduan Menentukan Titik Terang di Setiap Problem Kehidupan / Agoes Ali Masyhuri","ISLAM - EDUCATION"
"53025","048099112","Frankenstein ","CERITA PENDEK"
"283602","0648241211","Membicarakan Feminisme / Nadya Karima Melati","FEMINISME"
"74065","304311211","Manajemen Kinerja ","PERSONNEL MANAGEMENT"
"29688","029885112","Organizational effectiveness : a behavioral view ","CARA BERORGANISASI"
"281661","160723211","Humankind :  Mengubah Dunia dengan Tindakan-Tindakan Sederhana / Brad Aronson; Penerjemah: Dewi Wulansari; Editor: Nadya Andwiani","HUMANITARIANISM"
"283535","0597241211","Holy Mother :  Akiyoshi Rikako / Akiyoshi Rikako","FIKSI JEPANG"
"53175","523197112","The best looking women in bondi junction ","WANITA - CERITA"
"66665","033310211","Totto-chan : Gadis cilik di jendela ","ADVENTURE FICTION"
"233183","061606711","Soe Hok Gie :  Catatan seorang demonstran / Soe Hok Gie","HYSTORY"
"79041","231212111","Terbentuknya Sebuah Elite Birokrasi / Heather Sutherland","BIROKRASI"
"146231","092316211","Jurnalistik Dan Kebebasan Pres / Hamdan Daulay","JOURNALISM"
"274629","002322812","Girl, Stop Apologizing :  A Shame-Free Plan for Embracing and Achieving Your Goals / Rachel Hollis","SELF-ESTEEM IN WOMEN"
"225254","043113211","The Magic / Rhonda Byrne","MAGIC -- TRICKS"
"218300","0376142211","Pulang / Leila S Chudori","FIKSI INDONESIA"
"293279","0273251211","Semua Ikan di Langit / Ziggy Zezsyazeoviennazabrizkie","FIKSI INDONESIA"
"54625","152698112","Heart of darkness ","fiksi sains"
"247321","296319211","Hukum kepailitan. Buku 1 :  Teori kepailitan / Elyta Ras Ginting","BANKRUPTCY"
"38069","100601211","Perkara kepailitan dan penundaan kewajiban pembayaran utang (PKPU)tugas dan wewenang hakim pemeriksa/ pemutus perkara hakim pengawas dan kurator/ pengurus menurut : peraturan pemerintah pengganti undang-undang no. 1 tahun 1998 yuncto undang-undang no. 4 t ","BANKPUPTCY"
"289295","020425211","Manajemen Arsip Inaktif / Sattar","RECORDS - MANAGEMENT"
"12277","037516211","Konsep Dasar Keperawatan","NURSING"
"17868","004571995","Promosi kesehatan : Petunjuk praktis","Health promotion"
"291385","040625111","Promosi Kesehatan Jiwa :  Terapi Kelompok Terapeutik Buku 2 / Budi Anna Keliat Editor: Budi Anna Keliat; Madepan Mulia; Nurlaili Fitriani","HEALTH PROMOTION"
"291380","040425111","Promosi Kesehatan Jiwa :  Terapi Kelompok Terapeutik Buku 1 / Budi Anna Keliat Editor: Budi Anna Keliat; Madepan Mulia; Yunita Astriani Hardayati","HEALTH PROMOTION"
"218219","0960092211","Psikolinguistik: pengantar pemahaman bahasa manusia / Soenjono Darjowidjojo","PSIKOLINGUISTIK"
"282756","0162241211","Linguistik Forensik :  Memahami Forensik Berbasis Teks Dengan Analogi DNA / Mahsun","LINGUISTIK"
"285151","112824211","Hukum Acara Perdata Edisi 4 / Elfrida Ratnawati","CIVIL PROCEDURE"
"275658","161722111","Kimia Dasar Jilid 1 :  Konsep-konsep Inti / Raymond Chang; Alih Bahasa: Muhamad Abdul Kadir Martoprawiro; Indra Noviandri; Deana Deana Wahyuningrum; Buchari; Ismunandar; Hiskia Achmad; I Nyoman Marsih; Hidayat Muchsinuddin; editor: Lemeda Simarmata","CHEMISTRY"
"108003","0048161711","Sosiologi suatu pengantar / Soerjono Soekanto","SOCIOLOGY"
"73784","242011211","Jacques lacan, diskursus, dan perubahan sosial : Pengantar kritik budaya psikoanalisis ","SOCIAL CHANGE"
"229996","023818111","Pierre Bourdieu: Menyingkap Kuasa Simbol / Fauzi Fashri","PHILOSOPHY"
"29583","300489113","Filsafat kebudayaan : Sebuah pengantar ","Kebudayaan - Filsafat"
"26196","207606211","Sosiolinguistik : Perkenalan awal ","SOCIOLINGUISTICS"
"65043","102108211","Pragmatik","PRAGMATICS"
"109217","0063111711","Metodologi Penelitian Kualitatif / Lexy J. Moleong","Research Methods"
"109118","0075111711","Penelitian Kualitatif Komunikasi, Ekonomi, Kebijakan Publik, dan Ilmu Sosial Lainnya / Burhan Bungin","METODE PENELITIAN"
"53936","163798112","Brideshead revisited ","CERITA HISTORIS"
"277852","001623812","The Overstory :  A Novel / Richard Powers","TREES -- NATURE STORIES -- HUMAN - PLANT RELATIONSHIPS"
"268197","040121211","Segala Sesuatu yang Perlu Anda Ketahui tentang Psikologi / Alan Porter","PSYCHOLOGY"
"267545","183320212","Human Resource Management / Sean R.Valentine","PERSONNEL MANAGEMENT"
"144465","085514212","Fundamentals Of Human Resource Management / Raymond A. Noe","HUMAN CAPITAL - MANAGEMENT"
"292475","054925111","La Tahzan :  Sebuah Novel / Ninit Yunita; Ellnovianty Nine","NOVEL"
"249282","0180192011","Pulang / Tere Liye","FICTION"
"116318","3787111711","Sosiologi konflik dan isu-isu konflik kontemporer / Novri Susan","SOCIAL CONFLICT"
"225735","043915112","Macbeth / William Shakespeare","DRAMA INGGRIS"
"23653","300021101","Pengantar filsafat ","PHILOSOPHY"
"33456","059604112","The big question : A short introduction to philosophy","PHILOSOPHY"
"127764","217610812","Batman","AMERICAN FICTION"
"127935","232811212","Lewis and Clark","AMERICAN FICTION"
"225924","018418111","Akuntansi :  Aktiva, Utang dan Modal / Hery","ACCOUNTING"
"247718","198917211","Semua Ikan di Langit / Ziggy Zezsyazeoviennazabrizkie","FICTION"
"80360","012816111","The kite runner ","FICTIONS"
"276393","211722212","Research Design :  Qualitative, Quantitative & Mixed Methods Approaches / John W. Creswell : J. David Creswell","QUALITATIVE RESEARCH"
"63085","002407212","Cultural ergonomics ","HUMAN ENGINEERING"
"116901","6236111711","Hati nurani seorang demonstran / Hariman Sirigar","DEMONSTR"
"112468","5743111711","Anak bangsa menggugat : nasionalisme, kemandirian dan kewirausahaan / Sri-Edi Swasono(pengantar )","NASIONALISME"
"106458","009011711","Hari- Hari Terpanjang Menjelang Mundurnya Presiden Soeharto / James Luhulima","BIOGRAPHY"
"72370","046111111","Biarkan rakyat bicara: tangan besi merampas tanah kami ","PURBA,ARNOLD AUTOBIOGRAPHY"
"66678","034810211","Genealogi kekerasan dan pergolakan subaltern : Bara di Bali Utara ","GENEALOGY"
"72304","046011111","Hari-hari yang panjang 1963-1966 ","SULASTOMO AUTOBIOGRAPHY"
"123161","7478121711","Penakluk rezim orde baru : Gerakan mahasiswa '98","REFORM MOVERMENTS"
"146178","083916111","Bunga Rampai Pemikiran dan Pendapat Mengenai Bacharuddin Jusuf Habibie / Editor: A. Makmur Makka","ENGINEERING -- BIOGRAPHY"
"271728","308521211","Sejarah Pariwisata: Menuju Perkembangan Pariwisata Indonesia / Bungaran Antonius Simanjuntak","TOURISM"
"66573","029210211","Pengantar ilmu pariwisata / I Gde Pitana; I Ketut Surya Diarta","TOURISM"
"67524","136210211","Soe hok-gie ... sekali lagi ","SOE, HOK GIE-DIARIES"
"106427","010111711","Pers Indonesia : Berkomunikasi dalam Masyarakat Tidak Tulus / Jakob Oetama","JOURNALISM"
"106275","012710711","Perjalanan seorang wartawan perang / Hendro Subroto",""
"219721","0065162211","Sosiopragmatik / Kunjana Rahardi","PRAGMATIK"
"123887","5954121711","Cerita dari Digul",""
"64737","039208211","Accounting : Pengantar akuntansi Buku 1","ACCOUNTING"
"243973","230019211","Bahasa Jepang Sistem 52M :  Kursus Mandiri 1 Tahun Untuk  Orang Indonesia. Vol. 1 / Sudjianto; Editor: Fita Riyadi; Prillia Ramdhina M.","JAPANESE LANGUAGE"
"272590","037022111","Pengantar ilmu antropologi / Koentjaraningrat","ANTROPOLOGI"
"272478","027722111","Moral ekonomi petani :  Pergolakan dan Subsistensi di Asia Tenggara / James C. Scoot; Penerjemah: Hasan Basari; Penyunting: Bur Rasuanto","ECONOMIC INSTITUTION"
"78952","221012211","Metode penelitian sosial ","SOCIAL SCIENCE-RESEARCH-METHODOLOGY"
"283189","0408241211","Catatan Pembunuh Sang Novelis / Keigo Higashino","FIKSI JEPANG"
"46569","035303111","Hukum kepailitan","BANKRUPTCY"
"118404","0703121711","Hukum Pailit dalam Teori dan Praktek / Munir Fuady","BANKRUPTCY"
"38207","072094211","Hukum kepailitan dan penundaan pembayaran di Indonesia ","HUKUM DAGANG"
"245034","245719211","Hukum kepailitan dan penundaan kewajiban pembayaran utang :  Perspektif teori / Serlika Aprita; editor : Muhamad Sadi Is","BANKRUPTCY"
"273122","060422111","Hukum kepailitan","BANKRUPTCY"
"74769","416511211","Hukum Kepailitan ","BANKRUPTCY"
"146400","142916212","The Scientific Bases of Human Anatomy / Charles Oxnard","HUMAN ANATOMY"
"273790","100122111","Penuntun Praktikum Anatomi Fisiologi / Albert M. Hutapea; Editor : Monica Ester","HUMAN PHYSIOLOGY"
"115140","0635111711","Tuntunan Praktis Belajar Database Menggunakan MYSQL / Abdul Kadir","DATA FILES AND DATABASE"
"67643","163610211","Mengendalikan stres : Ambil alih kendali dalam hidup anda ","STRESS MANAGEMENT"
"75317","007711312","Critical Thinking and Learning ","CRITICAL THINKING &TEACHING"
"295777","115925211","1984 / George Orwell","NOVEL"
"282927","0293241211","Metode Penelitian Kualitatif Untuk Penelitian yang Bersifat Eksploratif, Enterpretif, Interaktif, dan Konstruktif / Sugiyono","METODE PENELITIAN"
"218190","0950082211","Psikolinguistik kajian teoretik / Abdul Chaer","PSIKOLINGUISTIK"
"213250","0845092211","Fonetik dan fonologi / Suhendra Yusuf","FONETIK"
"266466","135020211","Pengantar hukum administrasi Indonesia = Introduction to the Indonesian administrative law / Philipus M. Hadjon; Sri Soemantri Martosoewignjo; Sjachran Basah; Bagir Manan;H. M. Laica Marzuki; J.B.J.M. Ten Berge; F.A.A.M. Stroinkj; P.J.J.van Buuren","ADMINISTRATIVE LAW - INDONESIA"
"32416","943013211","Menyongsong fajar otonomi daerah","AUTONOMY"
"224769","150818211","Hukum Perizinan Dalam Sektor Pelayanan Publik / Adrian Sutedi","ADMINISTRATIVE LAW"
"248313","344519211","Hukum Administrasi Pemerintahan Daerah: Sejarah Asas Kewenangan dan Pengawasan Penyelenggaraan Pemerintahan Daerah / Sirajuddin...[et.al]","ADMINISTRATIVE LAW"
"117317","4305111711","Perempuan asia : Dari penderitaan menjadi kekuatan / Yayori Matsui","PEREMPUAN ASIA"
"117235","4320111711","Ecofeminism perspektif gerakan perempuan dan lingkungan / Vandana Shiva","ECOFEMINISM"
"111642","2999111711","Sosiologi sejarah dan berbagai pemikirannya","SOCIOLOGIST"
"124827","5656121711","Strukturalisme Levi-Strauss : mitos dan karya sastra / Heddy Shri Ahimsa - Putra","LITERARY HISTORY AND LITERARY CRITICISM"
"3944","300230195","Combinatorics : An invitation","Kombinasi"
"225596","059610211","Rumah Kaca / Pramoedya Ananta Toer","ROMANCE FICTION"
"128758","280316812","The Power of Habit : Why We Do What We Do in Life and Business / Charles Duhigg","HABIT-SOCIAL ASPECT"
"74059","303311211","Dasar-dasar perbankan ","BANKING"
"24618","130593211","Dasar-dasar perkreditan ","bank dan perbankan"
"281669","162623211","Think Again :  Kekuatan Mengetahui Apa yang Tidak Diketahui / Adam Grant; Alih Bahasa: Annisa CInantya Putri","THOUGHT AND THINKING"
"284180","063824211","Asuhan Keperawatan Maternitas Intrapartum :  Diagnosis NANDA-I Hasil NOC Tindakan NIC / Desmawati; Murtiningsih; Tri Budiati; Editor: Asti Melani Astari","PARTURITION"
"226474","234107112","Accounting principles / Jerry J. Weygandt","ACCOUNTING"
"287239","228724111","Buku Ajar SOS321 Stratifikasi Sosial / Doddy Sumbodo Singgih","SOCIAL GROUPS"
"241153","153619211","Stratifikasi dan mobilitas sosial / Indera Ratna Irawati Pattinasarany","SOCIAL CHANGE"
"59585","002906111","Aspek hukum dalam bisnis / Ahmad Rizki Sridadi","BUSINESS LAW - INDONESIA"
"73767","242711211","Psikologi remaja : Perkembangan peserta didik ","PSYCHOLOGY"
"266177","108920211","Ekonomi Islam :  Teori dan Aplikasinya pada Aktivitas Ekonomi / Rozalinda","ECONOMIC-RELIGIOUS ASPECTS-ISLAM"
"78422","058912111","Benarkah bunga haram : Perbandingan sistem bunga dengan bagi hasil dan dampaknya pada perekonomian ","USURY (ISLAMIC LAW)"
"247513","300719211","Teori ekonomi makro Islam / Imamudin Yuliadi","ECONOMICS - RELIGIOUS ASPECTS - ISLAM"
"224360","139418211","Pengenalan eksklusif ekonomi Islam cetakan ke-6 / Mustafa Edwin Nasution; Budi Setyanto; Nurul Huda; Muhammad Arief Mufraeni; Bey Sapta Utama","ECONOMICS -RELIGIOUS ASPECTS-ISLAM"
"77773","866911211","Ekonomi Islam : Perspektif Teori, Sistem, dan Aspek Hukum ","ISLAM-ECONOMY"
"277199","264122211","Pengantar Ekonomi Islam :  Sebuah Pendekatan Metodologi / Mohamad Soleh Nurzaman","ECONOMIC - RELIGIOUS ASPECTS - ISLAM"
"33299","051704111","Strategi menjinakkan Diponegoro : Stelsel Benteng 1827 - 1830","INDONESIA - HISTORY - JAVA WAR, 1825 - 1830"
"107411","043508111","Bentuk sediaan obat hewan setengah padat / Moch Lazuardi","VETERINARY DRUGS"
"107417","044308111","Bentuk sediaan obat hewan padat / Moch Lazuardi","VETERINARY DRUGS"
"276147","197722211","Posfeminisme and cultural studies : Sebuah pengantar paling komprehensif","FEMINISM"
"75801","578211211","Analisis laporan keuangan","AUDITING, ANALYTICAL"
"266213","113320211","Akuntansi manajemen : Dasar-dasar konsep biaya dan pengambilan keputusan / Kamaruddin Ahmad","MANAGERIAL ACCOUNTING"
"268604","063921211","Perang dalam Diri Manusia / Erich Fromm; Penerjemah : Aquarina Kharisma Sari; Editor : A. Yusrianto Elga","PSYCHOLOGY"
"149281","154617212","Andrology: Male Reproductive Health and Dysfunction 3rd ed / editor: Eberhard Nieschlag","ANDROLOGY"
